time,voltage
1.768,0.0
1.772,0.0
1.776,0.0
1.78,0.0
1.784,0.0
1.788,0.0
1.792,0.0
1.796,0.0
1.8,0.0
1.804,0.0
1.808,0.0
1.812,0.0
1.816,0.0
1.82,0.0
1.824,0.0
1.828,0.0
1.832,0.0
1.836,0.0
1.84,0.0
1.844,0.0
1.848,0.0
1.852,0.0
1.856,0.0
1.86,0.0
1.864,0.0
1.868,0.0
1.872,0.0
1.876,0.0
1.88,0.0
1.884,0.0
1.888,0.0
1.892,0.0
1.896,0.0
1.9,0.0
1.904,0.0
1.908,0.0
1.912,0.0
1.916,0.0
1.92,0.0
1.924,0.0
1.928,0.0
1.932,0.0
1.936,0.0
1.94,0.0
1.944,0.0
1.948,0.0
1.952,0.0
1.956,0.0
1.96,0.0
1.964,0.0
1.968,0.0
1.972,0.0
1.976,0.0
1.98,0.0
1.984,0.0
1.988,0.0
1.992,0.0
1.996,0.0
2.0,0.0
2.004,2.0
2.008,2.0
2.012,2.0
2.016,2.0
2.02,2.0
2.024,2.0
2.028,2.0
2.032,2.0
2.036,2.0
2.04,2.0
2.044,2.0
2.048,2.0
2.052,2.0
2.056,2.0
2.06,2.0
2.064,2.0
2.068,2.0
2.072,2.0
2.076,2.0
2.08,2.0
2.084,2.0
2.088,2.0
2.092,2.0
2.096,2.0
2.1,2.0
2.104,2.0
2.108,2.0
2.112,2.0
2.116,2.0
2.12,2.0
2.124,2.0
2.128,2.0
2.132,2.0
2.136,2.0
2.14,2.0
2.144,2.0
2.148,2.0
2.152,2.0
2.156,2.0
2.16,2.0
2.164,2.0
2.168,2.0
2.172,2.0
2.176,2.0
2.18,2.0
2.184,2.0
2.188,2.0
2.192,2.0
2.196,2.0
2.2,2.0
2.204,2.0
2.208,2.0
2.212,2.0
2.216,2.0
2.22,2.0
2.224,2.0
2.228,2.0
2.232,2.0
2.236,2.0
2.24,2.0
2.244,2.0
2.248,2.0
2.252,2.0
2.256,2.0
2.26,2.0
2.264,2.0
2.268,2.0
2.272,2.0
2.276,2.0
2.28,2.0
2.284,2.0
2.288,2.0
2.292,2.0
2.296,2.0
2.3,2.0
2.304,2.0
2.308,2.0
2.312,2.0
2.316,2.0
2.32,2.0
2.324,2.0
2.328,2.0
2.332,2.0
2.336,2.0
2.34,2.0
2.344,2.0
2.348,2.0
2.352,2.0
2.356,2.0
2.36,2.0
2.364,2.0
2.368,2.0
2.372,2.0
2.376,2.0
2.38,2.0
2.384,2.0
2.388,2.0
2.392,2.0
2.396,2.0
2.4,2.0
2.404,2.0
2.408,2.0
2.412,2.0
2.416,2.0
2.42,2.0
2.424,2.0
2.428,2.0
2.432,2.0
2.436,2.0
2.44,2.0
2.444,2.0
2.448,2.0
2.452,2.0
2.456,2.0
2.46,2.0
2.464,2.0
2.468,2.0
2.472,2.0
2.476,2.0
2.48,2.0
2.484,2.0
2.488,2.0
2.492,2.0
2.496,2.0
2.5,2.0
2.504,2.0
2.508,2.0
2.512,2.0
2.516,2.0
2.52,2.0
2.524,2.0
2.528,2.0
2.532,2.0
2.536,2.0
2.54,2.0
2.544,2.0
2.548,2.0
2.552,2.0
2.556,2.0
2.56,2.0
2.564,2.0
2.568,2.0
2.572,2.0
2.576,2.0
2.58,2.0
2.584,2.0
2.588,2.0
2.592,2.0
2.596,2.0
2.6,2.0
2.604,2.0
2.608,2.0
2.612,2.0
2.616,2.0
2.62,2.0
2.624,2.0
2.628,2.0
2.632,2.0
2.636,2.0
2.64,2.0
2.644,2.0
2.648,2.0
2.652,2.0
2.656,2.0
2.66,2.0
2.664,2.0
2.668,2.0
2.672,2.0
2.676,2.0
2.68,2.0
2.684,2.0
2.688,2.0
2.692,2.0
2.696,2.0
2.7,2.0
2.704,2.0
2.708,2.0
2.712,2.0
2.716,2.0
2.72,2.0
2.724,2.0
2.728,2.0
2.732,2.0
2.736,2.0
2.74,2.0
2.744,2.0
2.748,2.0
2.752,2.0
2.756,2.0
2.76,2.0
2.764,2.0
2.768,2.0
2.772,2.0
2.776,2.0
2.78,2.0
2.784,2.0
2.788,2.0
2.792,2.0
2.796,2.0
2.8,2.0
2.804,2.0
2.808,2.0
2.812,2.0
2.816,2.0
2.82,2.0
2.824,2.0
2.828,2.0
2.832,2.0
2.836,2.0
2.84,2.0
2.844,2.0
2.848,2.0
2.852,2.0
2.856,2.0
2.86,2.0
2.864,2.0
2.868,2.0
2.872,2.0
2.876,2.0
2.88,2.0
2.884,2.0
2.888,2.0
2.892,2.0
2.896,2.0
2.9,2.0
2.904,2.0
2.908,2.0
2.912,2.0
2.916,2.0
2.92,2.0
2.924,2.0
2.928,2.0
2.932,2.0
2.936,2.0
2.94,2.0
2.944,2.0
2.948,2.0
2.952,2.0
2.956,2.0
2.96,2.0
2.964,2.0
2.968,2.0
2.972,2.0
2.976,2.0
2.98,2.0
2.984,2.0
2.988,2.0
2.992,2.0
2.996,2.0
3.0,2.0
3.004,2.0
3.008,2.0
3.012,2.0
3.016,2.0
3.02,2.0
3.024,2.0
3.028,2.0
3.032,2.0
3.036,2.0
3.04,2.0
3.044,2.0
3.048,2.0
3.052,2.0
3.056,2.0
3.06,2.0
3.064,2.0
3.068,2.0
3.072,2.0
3.076,2.0
3.08,2.0
3.084,2.0
3.088,2.0
3.092,2.0
3.096,2.0
3.1,2.0
3.104,2.0
3.108,2.0
3.112,2.0
3.116,2.0
3.12,2.0
3.124,2.0
3.128,2.0
3.132,2.0
3.136,2.0
3.14,2.0
3.144,2.0
3.148,2.0
3.152,2.0
3.156,2.0
3.16,2.0
3.164,2.0
3.168,2.0
3.172,2.0
3.176,2.0
3.18,2.0
3.184,2.0
3.188,2.0
3.192,2.0
3.196,2.0
3.2,2.0
3.204,2.0
3.208,2.0
3.212,2.0
3.216,2.0
3.22,2.0
3.224,2.0
3.228,2.0
3.232,2.0
3.236,2.0
3.24,2.0
3.244,2.0
3.248,2.0
3.252,2.0
3.256,2.0
3.26,2.0
3.264,2.0
3.268,2.0
3.272,2.0
3.276,2.0
3.28,2.0
3.284,2.0
3.288,2.0
3.292,2.0
3.296,2.0
3.3,2.0
3.304,2.0
3.308,2.0
3.312,2.0
3.316,2.0
3.32,2.0
3.324,2.0
3.328,2.0
3.332,2.0
3.336,2.0
3.34,2.0
3.344,2.0
3.348,2.0
3.352,2.0
3.356,2.0
3.36,2.0
3.364,2.0
3.368,2.0
3.372,2.0
3.376,2.0
3.38,2.0
3.384,2.0
3.388,2.0
3.392,2.0
3.396,2.0
3.4,2.0
3.404,2.0
3.408,2.0
3.412,2.0
3.416,2.0
3.42,2.0
3.424,2.0
3.428,2.0
3.432,2.0
3.436,2.0
3.44,2.0
3.444,2.0
3.448,2.0
3.452,2.0
3.456,2.0
3.46,2.0
3.464,2.0
3.468,2.0
3.472,2.0
3.476,2.0
3.48,2.0
3.484,2.0
3.488,2.0
3.492,2.0
3.496,2.0
3.5,2.0
3.504,2.0
3.508,2.0
3.512,2.0
3.516,2.0
3.52,2.0
3.524,2.0
3.528,2.0
3.532,2.0
3.536,2.0
3.54,2.0
3.544,2.0
3.548,2.0
3.552,2.0
3.556,2.0
3.56,2.0
3.564,2.0
3.568,2.0
3.572,2.0
3.576,2.0
3.58,2.0
3.584,2.0
3.588,2.0
3.592,2.0
3.596,2.0
3.6,2.0
3.604,2.0
3.608,2.0
3.612,2.0
3.616,2.0
3.62,2.0
3.624,2.0
3.628,2.0
3.632,2.0
3.636,2.0
3.64,2.0
3.644,2.0
3.648,2.0
3.652,2.0
3.656,2.0
3.66,2.0
3.664,2.0
3.668,2.0
3.672,2.0
3.676,2.0
3.68,2.0
3.684,2.0
3.688,2.0
3.692,2.0
3.696,2.0
3.7,2.0
3.704,2.0
3.708,2.0
3.712,2.0
3.716,2.0
3.72,2.0
3.724,2.0
3.728,2.0
3.732,2.0
3.736,2.0
3.74,2.0
3.744,2.0
3.748,2.0
3.752,2.0
3.756,2.0
3.76,2.0
3.764,2.0
3.768,2.0
3.772,2.0
3.776,2.0
3.78,2.0
3.784,2.0
3.788,2.0
3.792,2.0
3.796,2.0
3.8,2.0
3.804,2.0
3.808,2.0
3.812,2.0
3.816,2.0
3.82,2.0
3.824,2.0
3.828,2.0
3.832,2.0
3.836,2.0
3.84,2.0
3.844,2.0
3.848,2.0
3.852,2.0
3.856,2.0
3.86,2.0
3.864,2.0
3.868,2.0
3.872,2.0
3.876,2.0
3.88,2.0
3.884,2.0
3.888,2.0
3.892,2.0
3.896,2.0
3.9,2.0
3.904,2.0
3.908,2.0
3.912,2.0
3.916,2.0
3.92,2.0
3.924,2.0
3.928,2.0
3.932,2.0
3.936,2.0
3.94,2.0
3.944,2.0
3.948,2.0
3.952,2.0
3.956,2.0
3.96,2.0
3.964,2.0
3.968,2.0
3.972,2.0
3.976,2.0
3.98,2.0
3.984,2.0
3.988,2.0
3.992,2.0
3.996,2.0
4.0,2.0
4.004,2.0
4.008,2.0
4.012,2.0
4.016,2.0
4.02,2.0
4.024,2.0
4.028,2.0
4.032,2.0
4.036,2.0
4.04,2.0
4.044,2.0
4.048,2.0
4.052,2.0
4.056,2.0
4.06,2.0
4.064,2.0
4.068,2.0
4.072,2.0
4.076,2.0
4.08,2.0
4.084,2.0
4.088,2.0
4.092,2.0
4.096,2.0
4.1,2.0
4.104,2.0
4.108,2.0
4.112,2.0
4.116,2.0
4.12,2.0
4.124,2.0
4.128,2.0
4.132,2.0
4.136,2.0
4.14,2.0
4.144,2.0
4.148,2.0
4.152,2.0
4.156,2.0
4.16,2.0
4.164,2.0
4.168,2.0
4.172,2.0
4.176,2.0
4.18,2.0
4.184,2.0
4.188,2.0
4.192,2.0
4.196,2.0
4.2,2.0
4.204,2.0
4.208,2.0
4.212,2.0
4.216,2.0
4.22,2.0
4.224,2.0
4.228,2.0
4.232,2.0
4.236,2.0
4.24,2.0
4.244,2.0
4.248,2.0
4.252,2.0
4.256,2.0
4.26,2.0
4.264,2.0
4.268,2.0
4.272,2.0
4.276,2.0
4.28,2.0
4.284,2.0
4.288,2.0
4.292,2.0
4.296,2.0
4.3,2.0
4.304,2.0
4.308,2.0
4.312,2.0
4.316,2.0
4.32,2.0
4.324,2.0
4.328,2.0
4.332,2.0
4.336,2.0
4.34,2.0
4.344,2.0
4.348,2.0
4.352,2.0
4.356,2.0
4.36,2.0
4.364,2.0
4.368,2.0
4.372,2.0
4.376,2.0
4.38,2.0
4.384,2.0
4.388,2.0
4.392,2.0
4.396,2.0
4.4,2.0
4.404,2.0
4.408,2.0
4.412,2.0
4.416,2.0
4.42,2.0
4.424,2.0
4.428,2.0
4.432,2.0
4.436,2.0
4.44,2.0
4.444,2.0
4.448,2.0
4.452,2.0
4.456,2.0
4.46,2.0
4.464,2.0
4.468,2.0
4.472,2.0
4.476,2.0
4.48,2.0
4.484,2.0
4.488,2.0
4.492,2.0
4.496,2.0
4.5,2.0
4.504,2.0
4.508,2.0
4.512,2.0
4.516,2.0
4.52,2.0
4.524,2.0
4.528,2.0
4.532,2.0
4.536,2.0
4.54,2.0
4.544,2.0
4.548,2.0
4.552,2.0
4.556,2.0
4.56,2.0
4.564,2.0
4.568,2.0
4.572,2.0
4.576,2.0
4.58,2.0
4.584,2.0
4.588,2.0
4.592,2.0
4.596,2.0
4.6,2.0
4.604,2.0
4.608,2.0
4.612,2.0
4.616,2.0
4.62,2.0
4.624,2.0
4.628,2.0
4.632,2.0
4.636,2.0
4.64,2.0
4.644,2.0
4.648,2.0
4.652,2.0
4.656,2.0
4.66,2.0
4.664,2.0
4.668,2.0
4.672,2.0
4.676,2.0
4.68,2.0
4.684,2.0
4.688,2.0
4.692,2.0
4.696,2.0
4.7,2.0
4.704,2.0
4.708,2.0
4.712,2.0
4.716,2.0
4.72,2.0
4.724,2.0
4.728,2.0
4.732,2.0
4.736,2.0
4.74,2.0
4.744,2.0
4.748,2.0
4.752,2.0
4.756,2.0
4.76,2.0
4.764,2.0
4.768,2.0
4.772,2.0
4.776,2.0
4.78,2.0
4.784,2.0
4.788,2.0
4.792,2.0
4.796,2.0
4.8,2.0
4.804,2.0
4.808,2.0
4.812,2.0
4.816,2.0
4.82,2.0
4.824,2.0
4.828,2.0
4.832,2.0
4.836,2.0
4.84,2.0
4.844,2.0
4.848,2.0
4.852,2.0
4.856,2.0
4.86,2.0
4.864,2.0
4.868,2.0
4.872,2.0
4.876,2.0
4.88,2.0
4.884,2.0
4.888,2.0
4.892,2.0
4.896,2.0
4.9,2.0
4.904,2.0
4.908,2.0
4.912,2.0
4.916,2.0
4.92,2.0
4.924,2.0
4.928,2.0
4.932,2.0
4.936,2.0
4.94,2.0
4.944,2.0
4.948,2.0
4.952,2.0
4.956,2.0
4.96,2.0
4.964,2.0
4.968,2.0
4.972,2.0
4.976,2.0
4.98,2.0
4.984,2.0
4.988,2.0
4.992,2.0
4.996,2.0
5.0,2.0
5.004,2.0
5.008,2.0
5.012,2.0
5.016,2.0
5.02,2.0
5.024,2.0
5.028,2.0
5.032,2.0
5.036,2.0
5.04,2.0
5.044,2.0
5.048,2.0
5.052,2.0
5.056,2.0
5.06,2.0
5.064,2.0
5.068,2.0
5.072,2.0
5.076,2.0
5.08,2.0
5.084,2.0
5.088,2.0
5.092,2.0
5.096,2.0
5.1,2.0
5.104,2.0
5.108,2.0
5.112,2.0
5.116,2.0
5.12,2.0
5.124,2.0
5.128,2.0
5.132,2.0
5.136,2.0
5.14,2.0
5.144,2.0
5.148,2.0
5.152,2.0
5.156,2.0
5.16,2.0
5.164,2.0
5.168,2.0
5.172,2.0
5.176,2.0
5.18,2.0
5.184,2.0
5.188,2.0
5.192,2.0
5.196,2.0
5.2,2.0
5.204,2.0
5.208,2.0
5.212,2.0
5.216,2.0
5.22,2.0
5.224,2.0
5.228,2.0
5.232,2.0
5.236,2.0
5.24,2.0
5.244,2.0
5.248,2.0
5.252,2.0
5.256,2.0
5.26,2.0
5.264,2.0
5.268,2.0
5.272,2.0
5.276,2.0
5.28,2.0
5.284,2.0
5.288,2.0
5.292,2.0
5.296,2.0
5.3,2.0
5.304,2.0
5.308,2.0
5.312,2.0
5.316,2.0
5.32,2.0
5.324,2.0
5.328,2.0
5.332,2.0
5.336,2.0
5.34,2.0
5.344,2.0
5.348,2.0
5.352,2.0
5.356,2.0
5.36,2.0
5.364,2.0
5.368,2.0
5.372,2.0
5.376,2.0
5.38,2.0
5.384,2.0
5.388,2.0
5.392,2.0
5.396,2.0
5.4,2.0
5.404,2.0
5.408,2.0
5.412,2.0
5.416,2.0
5.42,2.0
5.424,2.0
5.428,2.0
5.432,2.0
5.436,2.0
5.44,2.0
5.444,2.0
5.448,2.0
5.452,2.0
5.456,2.0
5.46,2.0
5.464,2.0
5.468,2.0
5.472,2.0
5.476,2.0
5.48,2.0
5.484,2.0
5.488,2.0
5.492,2.0
5.496,2.0
5.5,2.0
5.504,2.0
5.508,2.0
5.512,2.0
5.516,2.0
5.52,2.0
5.524,2.0
5.528,2.0
5.532,2.0
5.536,2.0
5.54,2.0
5.544,2.0
5.548,2.0
5.552,2.0
5.556,2.0
5.56,2.0
5.564,2.0
5.568,2.0
5.572,2.0
5.576,2.0
5.58,2.0
5.584,2.0
5.588,2.0
5.592,2.0
5.596,2.0
5.6,2.0
5.604,2.0
5.608,2.0
5.612,2.0
5.616,2.0
5.62,2.0
5.624,2.0
5.628,2.0
5.632,2.0
5.636,2.0
5.64,2.0
5.644,2.0
5.648,2.0
5.652,2.0
5.656,2.0
5.66,2.0
5.664,2.0
5.668,2.0
5.672,2.0
5.676,2.0
5.68,2.0
5.684,2.0
5.688,2.0
5.692,2.0
5.696,2.0
5.7,2.0
5.704,2.0
5.708,2.0
5.712,2.0
5.716,2.0
5.72,2.0
5.724,2.0
5.728,2.0
5.732,2.0
5.736,2.0
5.74,2.0
5.744,2.0
5.748,2.0
5.752,2.0
5.756,2.0
5.76,2.0
5.764,2.0
5.768,2.0
5.772,2.0
5.776,2.0
5.78,2.0
5.784,2.0
5.788,2.0
5.792,2.0
5.796,2.0
5.8,2.0
5.804,2.0
5.808,2.0
5.812,2.0
5.816,2.0
5.82,2.0
5.824,2.0
5.828,2.0
5.832,2.0
5.836,2.0
5.84,2.0
5.844,2.0
5.848,2.0
5.852,2.0
5.856,2.0
5.86,2.0
5.864,2.0
5.868,2.0
5.872,2.0
5.876,2.0
5.88,2.0
5.884,2.0
5.888,2.0
5.892,2.0
5.896,2.0
5.9,2.0
5.904,2.0
5.908,2.0
5.912,2.0
5.916,2.0
5.92,2.0
5.924,2.0
5.928,2.0
5.932,2.0
5.936,2.0
5.94,2.0
5.944,2.0
5.948,2.0
5.952,2.0
5.956,2.0
5.96,2.0
5.964,2.0
5.968,2.0
5.972,2.0
5.976,2.0
5.98,2.0
5.984,2.0
5.988,2.0
5.992,2.0
5.996,2.0
6.0,2.0
6.004,2.0
6.008,2.0
6.012,2.0
6.016,2.0
6.02,2.0
6.024,2.0
6.028,2.0
6.032,2.0
6.036,2.0
6.04,2.0
6.044,2.0
6.048,2.0
6.052,2.0
6.056,2.0
6.06,2.0
6.064,2.0
6.068,2.0
6.072,2.0
6.076,2.0
6.08,2.0
6.084,2.0
6.088,2.0
6.092,2.0
6.096,2.0
6.1,2.0
6.104,2.0
6.108,2.0
6.112,2.0
6.116,2.0
6.12,2.0
6.124,2.0
6.128,2.0
6.132,2.0
6.136,2.0
6.14,2.0
6.144,2.0
6.148,2.0
6.152,2.0
6.156,2.0
6.16,2.0
6.164,2.0
6.168,2.0
6.172,2.0
6.176,2.0
6.18,2.0
6.184,2.0
6.188,2.0
6.192,2.0
6.196,2.0
6.2,2.0
6.204,2.0
6.208,2.0
6.212,2.0
6.216,2.0
6.22,2.0
6.224,2.0
6.228,2.0
6.232,2.0
6.236,2.0
6.24,2.0
6.244,2.0
6.248,2.0
6.252,2.0
6.256,2.0
6.26,2.0
6.264,2.0
6.268,2.0
6.272,2.0
6.276,2.0
6.28,2.0
6.284,2.0
6.288,2.0
6.292,2.0
6.296,2.0
6.3,2.0
6.304,2.0
6.308,2.0
6.312,2.0
6.316,2.0
6.32,2.0
6.324,2.0
6.328,2.0
6.332,2.0
6.336,2.0
6.34,2.0
6.344,2.0
6.348,2.0
6.352,2.0
6.356,2.0
6.36,2.0
6.364,2.0
6.368,2.0
6.372,2.0
6.376,2.0
6.38,2.0
6.384,2.0
6.388,2.0
6.392,2.0
6.396,2.0
6.4,2.0
6.404,2.0
6.408,2.0
6.412,2.0
6.416,2.0
6.42,2.0
6.424,2.0
6.428,2.0
6.432,2.0
6.436,2.0
6.44,2.0
6.444,2.0
6.448,2.0
6.452,2.0
6.456,2.0
6.46,2.0
6.464,2.0
6.468,2.0
6.472,2.0
6.476,2.0
6.48,2.0
6.484,2.0
6.488,2.0
6.492,2.0
6.496,2.0
6.5,2.0
6.504,2.0
6.508,2.0
6.512,2.0
6.516,2.0
6.52,2.0
6.524,2.0
6.528,2.0
6.532,2.0
6.536,2.0
6.54,2.0
6.544,2.0
6.548,2.0
6.552,2.0
6.556,2.0
6.56,2.0
6.564,2.0
6.568,2.0
6.572,2.0
6.576,2.0
6.58,2.0
6.584,2.0
6.588,2.0
6.592,2.0
6.596,2.0
6.6,2.0
6.604,2.0
6.608,2.0
6.612,2.0
6.616,2.0
6.62,2.0
6.624,2.0
6.628,2.0
6.632,2.0
6.636,2.0
6.64,2.0
6.644,2.0
6.648,2.0
6.652,2.0
6.656,2.0
6.66,2.0
6.664,2.0
6.668,2.0
6.672,2.0
6.676,2.0
6.68,2.0
6.684,2.0
6.688,2.0
6.692,2.0
6.696,2.0
6.7,2.0
6.704,2.0
6.708,2.0
6.712,2.0
6.716,2.0
6.72,2.0
6.724,2.0
6.728,2.0
6.732,2.0
6.736,2.0
6.74,2.0
6.744,2.0
6.748,2.0
6.752,2.0
6.756,2.0
6.76,2.0
6.764,2.0
6.768,2.0
6.772,2.0
6.776,2.0
6.78,2.0
6.784,2.0
6.788,2.0
6.792,2.0
6.796,2.0
6.8,2.0
6.804,2.0
6.808,2.0
6.812,2.0
6.816,2.0
6.82,2.0
6.824,2.0
6.828,2.0
6.832,2.0
6.836,2.0
6.84,2.0
6.844,2.0
6.848,2.0
6.852,2.0
6.856,2.0
6.86,2.0
6.864,2.0
6.868,2.0
6.872,2.0
6.876,2.0
6.88,2.0
6.884,2.0
6.888,2.0
6.892,2.0
6.896,2.0
6.9,2.0
6.904,2.0
6.908,2.0
6.912,2.0
6.916,2.0
6.92,2.0
6.924,2.0
6.928,2.0
6.932,2.0
6.936,2.0
6.94,2.0
6.944,2.0
6.948,2.0
6.952,2.0
6.956,2.0
6.96,2.0
6.964,2.0
6.968,2.0
6.972,2.0
6.976,2.0
6.98,2.0
6.984,2.0
6.988,2.0
